-,7.75
72,0.25
72,4
-,11.75
72,0.25
72,4
-,11.75
72,0.25
72,4
-,3
68,1
72,0.5
74,0.5
76,2.5
72,0.25
74,0.25
72,2
72,1
74,1
76,8
