-,7.75
64,0.25
63,4
-,11.75
63,0.25
64,4
-,11.75
67,0.25
69,4
65,0.25
67,0.25
69,2.5
65,1
64,0.5
65,0.5
67,2.5
64,0.25
65,0.25
67,2
69,1
71,1
72,8
