36,4
36,3.75
36,0.25
36,4
-,4
36,4
36,3.75
36,0.25
36,4
-,4
36,4
36,3.75
36,0.25
41,4
41,3
41,1
36,1
-,1.5
43,0.5
40,0.5
36,0.5
43,2
45,1
43,1
36,8
