48,4
48,3.75
48,0.25
48,4
48,1/3
43,1/3
48,1/3
43,1/3
48,1/3
43,1/3
48,1/3
43,1/3
48,1/3
43,1/3
48,1/3
43,1/3
48,4
48,3.75
48,0.25
48,4
48,1/3
43,1/3
48,1/3
43,1/3
48,1/3
43,1/3
48,1/3
43,1/3
48,1/3
43,1/3
48,1/3
43,1/3
48,4
48,3.75
48,0.25
53,4
53,3
53,1
48,1
55,0.5
52,0.5
48,0.5
55,0.5
52,0.5
48,0.5
55,2
57,1
55,1
48,8
