60,2
67,2
72,3.75
76,0.25
75,4
-,4
60,2
67,2
72,3.75
75,0.25
76,4
-,4
60,2
67,2
72,3.75
76,0.25
81,4
69,0.25
71,0.25
72,2.5
74,1
76,0.5
77,0.5
79,2.5
76,0.25
77,0.25
79,2
81,1
83,1
84,8
